Name,Genres,Language,Rating,OrderedSet
Major Dad,['Comedy'],English,6.4,Major Dad | ['Comedy'] | English | 6.4
Major League Baseball on ESPN,[],English,,Major League Baseball on ESPN | [] | English
Make It or Break It,"['Drama', 'Comedy', 'Sports']",English,6.4,"Make It or Break It | ['Drama', 'Comedy', 'Sports'] | English | 6.4"
Malcolm in the Middle,['Comedy'],English,7.7,Malcolm in the Middle | ['Comedy'] | English | 7.7
Malibu Country,['Comedy'],English,7.7,Malibu Country | ['Comedy'] | English | 7.7
Man Down,['Comedy'],English,7.9,Man Down | ['Comedy'] | English | 7.9
Man Fire Food,[],English,,Man Fire Food | [] | English
Man from Atlantis,"['Drama', 'Adventure', 'Fantasy']",English,7.7,"Man from Atlantis | ['Drama', 'Adventure', 'Fantasy'] | English | 7.7"
Man Seeking Woman,"['Comedy', 'Fantasy', 'Romance']",English,7,"Man Seeking Woman | ['Comedy', 'Fantasy', 'Romance'] | English | 7"
Man Up!,"['Comedy', 'Family']",English,6.7,"Man Up! | ['Comedy', 'Family'] | English | 6.7"
Man vs. Child: Chef Showdown,['Food'],English,,Man vs. Child: Chef Showdown | ['Food'] | English
Man vs. Wild,"['Action', 'Adventure']",English,8,"Man vs. Wild | ['Action', 'Adventure'] | English | 8"
Manhattan,['Drama'],English,8,Manhattan | ['Drama'] | English | 8
Manhattan Love Story,"['Comedy', 'Romance']",English,5.4,"Manhattan Love Story | ['Comedy', 'Romance'] | English | 5.4"
Mankind: The Story of All of Us,['History'],English,,Mankind: The Story of All of Us | ['History'] | English
Mann & Machine,"['Action', 'Science-Fiction']",English,7.5,"Mann & Machine | ['Action', 'Science-Fiction'] | English | 7.5"
Marchlands,['Drama'],English,,Marchlands | ['Drama'] | English
Marco Polo,"['Drama', 'Action', 'Adventure']",English,8,"Marco Polo | ['Drama', 'Action', 'Adventure'] | English | 8"
Maron,['Comedy'],English,7.8,Maron | ['Comedy'] | English | 7.8
Marooned with Ed Stafford,['Adventure'],English,,Marooned with Ed Stafford | ['Adventure'] | English
Married,"['Drama', 'Comedy', 'Romance']",English,5.1,"Married | ['Drama', 'Comedy', 'Romance'] | English | 5.1"
Married at First Sight: The First Year,['Romance'],English,,Married at First Sight: The First Year | ['Romance'] | English
Married... with Children,"['Comedy', 'Family']",English,8,"Married... with Children | ['Comedy', 'Family'] | English | 8"
Marry Me,['Comedy'],English,5.9,Marry Me | ['Comedy'] | English | 5.9
Martial Law,"['Action', 'Crime']",English,7.6,"Martial Law | ['Action', 'Crime'] | English | 7.6"
Martin Lawrence Presents 1st Amendment Stand-Up,['Comedy'],English,,Martin Lawrence Presents 1st Amendment Stand-Up | ['Comedy'] | English
Marvel's Agent Carter,"['Action', 'Adventure', 'Science-Fiction']",English,8,"Marvel's Agent Carter | ['Action', 'Adventure', 'Science-Fiction'] | English | 8"
Marvel's Agents of S.H.I.E.L.D.,"['Action', 'Adventure', 'Science-Fiction']",English,8,"Marvel's Agents of S.H.I.E.L.D. | ['Action', 'Adventure', 'Science-Fiction'] | English | 8"
Marvel's Avengers Assemble,"['Action', 'Adventure', 'Science-Fiction']",English,7.5,"Marvel's Avengers Assemble | ['Action', 'Adventure', 'Science-Fiction'] | English | 7.5"
Marvel's Daredevil,"['Drama', 'Action', 'Crime']",English,8.4,"Marvel's Daredevil | ['Drama', 'Action', 'Crime'] | English | 8.4"
Marvel's Guardians of the Galaxy,"['Action', 'Adventure', 'Science-Fiction']",English,7.6,"Marvel's Guardians of the Galaxy | ['Action', 'Adventure', 'Science-Fiction'] | English | 7.6"
Marvel's Iron Fist,"['Drama', 'Crime', 'Science-Fiction']",English,7,"Marvel's Iron Fist | ['Drama', 'Crime', 'Science-Fiction'] | English | 7"
Marvel's Jessica Jones,"['Action', 'Crime', 'Science-Fiction']",English,7.9,"Marvel's Jessica Jones | ['Action', 'Crime', 'Science-Fiction'] | English | 7.9"
Marvel's Luke Cage,"['Action', 'Crime', 'Science-Fiction']",English,7.2,"Marvel's Luke Cage | ['Action', 'Crime', 'Science-Fiction'] | English | 7.2"
Marvel's The Defenders,"['Drama', 'Action', 'Crime']",English,7.3,"Marvel's The Defenders | ['Drama', 'Action', 'Crime'] | English | 7.3"
MasterChef,['Food'],English,6.7,MasterChef | ['Food'] | English | 6.7
MasterChef Junior,"['Children', 'Food']",English,6.7,"MasterChef Junior | ['Children', 'Food'] | English | 6.7"
Masters of Horror,['Horror'],English,7.5,Masters of Horror | ['Horror'] | English | 7.5
Masters of Illusion,[],English,6.7,Masters of Illusion | [] | English | 6.7
Masters of Money,['History'],English,,Masters of Money | ['History'] | English
Masters of Science Fiction,"['Drama', 'Science-Fiction']",English,7.1,"Masters of Science Fiction | ['Drama', 'Science-Fiction'] | English | 7.1"
Masters of Sex,"['Drama', 'Romance', 'History']",English,7.4,"Masters of Sex | ['Drama', 'Romance', 'History'] | English | 7.4"
Matador,"['Drama', 'Action']",English,6.9,"Matador | ['Drama', 'Action'] | English | 6.9"
Match Made in Heaven,[],English,,Match Made in Heaven | [] | English
Matlock,"['Drama', 'Crime', 'Legal']",English,7.4,"Matlock | ['Drama', 'Crime', 'Legal'] | English | 7.4"
Mayday,[],English,7.2,Mayday | [] | English | 7.2
McLeod's Daughters,"['Drama', 'Family', 'Romance']",English,7.8,"McLeod's Daughters | ['Drama', 'Family', 'Romance'] | English | 7.8"
Mecum Dealmakers,[],English,,Mecum Dealmakers | [] | English
Medical Investigation,"['Drama', 'Thriller']",English,7.8,"Medical Investigation | ['Drama', 'Thriller'] | English | 7.8"
Medium,"['Drama', 'Crime', 'Supernatural']",English,7.4,"Medium | ['Drama', 'Crime', 'Supernatural'] | English | 7.4"
Meet the Smiths,[],English,,Meet the Smiths | [] | English
Melissa & Joey,"['Comedy', 'Family']",English,7.8,"Melissa & Joey | ['Comedy', 'Family'] | English | 7.8"
Melrose Place,"['Drama', 'Romance']",English,7.1,"Melrose Place | ['Drama', 'Romance'] | English | 7.1"
Melrose Place,"['Drama', 'Romance']",English,5.7,"Melrose Place | ['Drama', 'Romance'] | English | 5.7"
Men at Work,"['Drama', 'Comedy']",English,7.1,"Men at Work | ['Drama', 'Comedy'] | English | 7.1"
Men in Trees,"['Drama', 'Comedy']",English,7.8,"Men in Trees | ['Drama', 'Comedy'] | English | 7.8"
Men of a Certain Age,"['Drama', 'Comedy']",English,6,"Men of a Certain Age | ['Drama', 'Comedy'] | English | 6"
Mental,"['Drama', 'Medical']",English,6.6,"Mental | ['Drama', 'Medical'] | English | 6.6"
Merlin,"['Adventure', 'Fantasy']",English,7.9,"Merlin | ['Adventure', 'Fantasy'] | English | 7.9"
Metal Fighter Miku,"['Action', 'Anime', 'Science-Fiction']",Japanese,6.8,"Metal Fighter Miku | ['Action', 'Anime', 'Science-Fiction'] | Japanese | 6.8"
Metal Hurlant Chronicles,"['Action', 'Adventure', 'Science-Fiction']",English,6.3,"Metal Hurlant Chronicles | ['Action', 'Adventure', 'Science-Fiction'] | English | 6.3"
Metalocalypse,['Comedy'],English,7.4,Metalocalypse | ['Comedy'] | English | 7.4
Mezzo,"['Comedy', 'Action', 'Anime', 'Science-Fiction']",Japanese,7.6,"Mezzo | ['Comedy', 'Action', 'Anime', 'Science-Fiction'] | Japanese | 7.6"
Miami Vice,"['Drama', 'Action', 'Crime']",English,7.5,"Miami Vice | ['Drama', 'Action', 'Crime'] | English | 7.5"
Mickey Mouse Clubhouse,"['Comedy', 'Children']",English,6.9,"Mickey Mouse Clubhouse | ['Comedy', 'Children'] | English | 6.9"
Mickey Spillane's Mike Hammer,"['Drama', 'Crime', 'Mystery']",English,6.9,"Mickey Spillane's Mike Hammer | ['Drama', 'Crime', 'Mystery'] | English | 6.9"
Midsomer Murders,"['Drama', 'Crime', 'Mystery']",English,8,"Midsomer Murders | ['Drama', 'Crime', 'Mystery'] | English | 8"
Mighty Med,"['Family', 'Science-Fiction']",English,,"Mighty Med | ['Family', 'Science-Fiction'] | English"
Mike & Molly,"['Comedy', 'Family']",English,7.3,"Mike & Molly | ['Comedy', 'Family'] | English | 7.3"
Mildred Pierce,['Drama'],English,7.6,Mildred Pierce | ['Drama'] | English | 7.6
Millennium,"['Drama', 'Crime', 'Mystery']",English,8,"Millennium | ['Drama', 'Crime', 'Mystery'] | English | 8"
Million Dollar Listing: San Francisco,[],English,,Million Dollar Listing: San Francisco | [] | English
Min Krig,[],Danish,,Min Krig | [] | Danish
Mind Your Language,['Comedy'],English,7.4,Mind Your Language | ['Comedy'] | English | 7.4
Minority Report,"['Action', 'Crime', 'Science-Fiction']",English,6.8,"Minority Report | ['Action', 'Crime', 'Science-Fiction'] | English | 6.8"
Miracles,"['Drama', 'Science-Fiction']",English,,"Miracles | ['Drama', 'Science-Fiction'] | English"
Miranda,['Comedy'],English,8,Miranda | ['Comedy'] | English | 8
Misfit Garage,[],English,7.1,Misfit Garage | [] | English | 7.1
Misfits,"['Drama', 'Comedy', 'Science-Fiction']",English,7.7,"Misfits | ['Drama', 'Comedy', 'Science-Fiction'] | English | 7.7"
Miss Fisher's Murder Mysteries,"['Drama', 'Crime']",English,8,"Miss Fisher's Murder Mysteries | ['Drama', 'Crime'] | English | 8"
Miss Pilot,['Drama'],Japanese,,Miss Pilot | ['Drama'] | Japanese
Missing,"['Drama', 'Crime', 'Mystery']",English,6.9,"Missing | ['Drama', 'Crime', 'Mystery'] | English | 6.9"
Missing,"['Drama', 'Action', 'Thriller']",English,6.8,"Missing | ['Drama', 'Action', 'Thriller'] | English | 6.8"
Missing in Alaska,['Mystery'],English,,Missing in Alaska | ['Mystery'] | English
Mission: 4Count,[],English,,Mission: 4Count | [] | English
Mississippi Men,[],English,,Mississippi Men | [] | English
Mistresses,"['Drama', 'Romance']",English,7.8,"Mistresses | ['Drama', 'Romance'] | English | 7.8"
Mistresses,"['Drama', 'Romance']",English,6.2,"Mistresses | ['Drama', 'Romance'] | English | 6.2"
Mixology,"['Comedy', 'Romance']",English,7.4,"Mixology | ['Comedy', 'Romance'] | English | 7.4"
Mob City,"['Drama', 'Crime']",English,7.3,"Mob City | ['Drama', 'Crime'] | English | 7.3"
Mob Wives,[],English,,Mob Wives | [] | English
Mock the Week,['Comedy'],English,7.5,Mock the Week | ['Comedy'] | English | 7.5
Modern Family,"['Comedy', 'Family']",English,7.7,"Modern Family | ['Comedy', 'Family'] | English | 7.7"
Modern Marvels,[],English,7.8,Modern Marvels | [] | English | 7.8
Mom,"['Comedy', 'Family']",English,7.7,"Mom | ['Comedy', 'Family'] | English | 7.7"
Moment of Truth,[],English,,Moment of Truth | [] | English
Momsters: When Moms Go Bad,[],English,,Momsters: When Moms Go Bad | [] | English
Monday Mornings,"['Drama', 'Medical']",English,6.9,"Monday Mornings | ['Drama', 'Medical'] | English | 6.9"
Monica the Medium,['Mystery'],English,,Monica the Medium | ['Mystery'] | English
Monk,"['Drama', 'Comedy', 'Crime']",English,8,"Monk | ['Drama', 'Comedy', 'Crime'] | English | 8"
Monster in My Family,[],English,,Monster in My Family | [] | English
Monty Python's Flying Circus,['Comedy'],English,8,Monty Python's Flying Circus | ['Comedy'] | English | 8
Monument Guys,[],English,,Monument Guys | [] | English
Moone Boy,['Comedy'],English,8,Moone Boy | ['Comedy'] | English | 8
Moonlight,"['Drama', 'Horror', 'Romance']",English,7.8,"Moonlight | ['Drama', 'Horror', 'Romance'] | English | 7.8"
Moonlighting,['Comedy'],English,7.9,Moonlighting | ['Comedy'] | English | 7.9
Moonshiners,[],English,6.1,Moonshiners | [] | English | 6.1
Moral Orel,[],English,7.6,Moral Orel | [] | English | 7.6
Mortal Kombat: Conquest,"['Action', 'Adventure', 'Fantasy']",English,5,"Mortal Kombat: Conquest | ['Action', 'Adventure', 'Fantasy'] | English | 5"
Mortal Kombat: Defenders of the Realm,"['Action', 'Adventure', 'Fantasy']",English,6.4,"Mortal Kombat: Defenders of the Realm | ['Action', 'Adventure', 'Fantasy'] | English | 6.4"
Mortal Kombat: Legacy,"['Action', 'Adventure', 'Fantasy']",English,7.2,"Mortal Kombat: Legacy | ['Action', 'Adventure', 'Fantasy'] | English | 7.2"
Most Evil,[],English,6.8,Most Evil | [] | English | 6.8
Mother Funders,[],English,,Mother Funders | [] | English
Motive,"['Drama', 'Crime', 'Mystery']",English,7.8,"Motive | ['Drama', 'Crime', 'Mystery'] | English | 7.8"
Motivos Personales,[],Spanish,,Motivos Personales | [] | Spanish
Mount Pleasant,"['Drama', 'Comedy']",English,,"Mount Pleasant | ['Drama', 'Comedy'] | English"
Mozart in the Jungle,"['Drama', 'Comedy', 'Music']",English,7.6,"Mozart in the Jungle | ['Drama', 'Comedy', 'Music'] | English | 7.6"
Mr. Bean,"['Comedy', 'Family']",English,8.2,"Mr. Bean | ['Comedy', 'Family'] | English | 8.2"
Mr. Robinson,['Comedy'],English,5.7,Mr. Robinson | ['Comedy'] | English | 5.7
Mr. Robot,"['Drama', 'Crime', 'Thriller']",English,8.3,"Mr. Robot | ['Drama', 'Crime', 'Thriller'] | English | 8.3"
Mr. Selfridge,['Drama'],English,7.8,Mr. Selfridge | ['Drama'] | English | 7.8
Mr. Show,['Comedy'],English,8,Mr. Show | ['Comedy'] | English | 8
Mr. Sloane,['Comedy'],English,7.3,Mr. Sloane | ['Comedy'] | English | 7.3
Mr. Sunshine,"['Comedy', 'Sports']",English,6.9,"Mr. Sunshine | ['Comedy', 'Sports'] | English | 6.9"
Mrs. Brown's Boys,['Comedy'],English,7.1,Mrs. Brown's Boys | ['Comedy'] | English | 7.1
MTV Fandom Awards,[],English,,MTV Fandom Awards | [] | English
"Mud, Sweat and Gears",[],English,,"Mud, Sweat and Gears | [] | English"
Mulaney,"['Comedy', 'Family']",English,6,"Mulaney | ['Comedy', 'Family'] | English | 6"
Mummies Alive,"['Mystery', 'Medical', 'History']",English,,"Mummies Alive | ['Mystery', 'Medical', 'History'] | English"
Murder Book,['Crime'],English,,Murder Book | ['Crime'] | English
Murder in the First,"['Drama', 'Crime', 'Mystery']",English,7.8,"Murder in the First | ['Drama', 'Crime', 'Mystery'] | English | 7.8"
Murder Made Me Famous,['Crime'],English,,Murder Made Me Famous | ['Crime'] | English
"Murder, She Wrote","['Drama', 'Crime', 'Mystery']",English,7.6,"Murder, She Wrote | ['Drama', 'Crime', 'Mystery'] | English | 7.6"
Murderland,"['Crime', 'Family', 'Thriller']",English,,"Murderland | ['Crime', 'Family', 'Thriller'] | English"
Murdoch Mysteries,"['Drama', 'Crime', 'Mystery']",English,8,"Murdoch Mysteries | ['Drama', 'Crime', 'Mystery'] | English | 8"
Museum Men,[],English,,Museum Men | [] | English
Mutant X,"['Action', 'Adventure', 'Science-Fiction']",English,7.1,"Mutant X | ['Action', 'Adventure', 'Science-Fiction'] | English | 7.1"
Mutt & Stuff,"['Comedy', 'Children']",English,,"Mutt & Stuff | ['Comedy', 'Children'] | English"
My 600-Lb. Life,['Medical'],English,5.3,My 600-Lb. Life | ['Medical'] | English | 5.3
My Babysitter's a Vampire,"['Comedy', 'Action', 'Supernatural']",English,5.8,"My Babysitter's a Vampire | ['Comedy', 'Action', 'Supernatural'] | English | 5.8"
My Boys,"['Drama', 'Comedy']",English,7,"My Boys | ['Drama', 'Comedy'] | English | 7"
My City's Just Not That Into Me,[],English,,My City's Just Not That Into Me | [] | English
My Crazy Love,['Romance'],English,,My Crazy Love | ['Romance'] | English
My Family,"['Comedy', 'Family']",English,7.5,"My Family | ['Comedy', 'Family'] | English | 7.5"
My Five Wives,[],English,,My Five Wives | [] | English
My Generation,"['Drama', 'Family', 'Romance']",English,,"My Generation | ['Drama', 'Family', 'Romance'] | English"
My Giant Life,[],English,,My Giant Life | [] | English
My Guide to Becoming a Rock Star,"['Drama', 'Comedy', 'Music']",English,,"My Guide to Becoming a Rock Star | ['Drama', 'Comedy', 'Music'] | English"
My Hero,"['Comedy', 'Fantasy', 'Romance']",English,,"My Hero | ['Comedy', 'Fantasy', 'Romance'] | English"
My Mad Fat Diary,"['Drama', 'Comedy', 'Romance']",English,8,"My Mad Fat Diary | ['Drama', 'Comedy', 'Romance'] | English | 8"
My Million Dollar Invention,[],English,,My Million Dollar Invention | [] | English
My Name Is Earl,['Comedy'],English,7.8,My Name Is Earl | ['Comedy'] | English | 7.8
My So-Called Life,['Drama'],English,8,My So-Called Life | ['Drama'] | English | 8
My Strange Criminal Addiction,['Crime'],English,,My Strange Criminal Addiction | ['Crime'] | English
My Wife and Kids,"['Comedy', 'Family']",English,6.9,"My Wife and Kids | ['Comedy', 'Family'] | English | 6.9"
Mysteries at the Castle,"['Mystery', 'History']",English,,"Mysteries at the Castle | ['Mystery', 'History'] | English"
Mysteries at the Hotel,[],English,,Mysteries at the Hotel | [] | English
Mysteries at the Monument,"['Drama', 'Mystery', 'History']",English,,"Mysteries at the Monument | ['Drama', 'Mystery', 'History'] | English"
Mysterious Ways,"['Drama', 'Fantasy', 'Science-Fiction']",English,4.8,"Mysterious Ways | ['Drama', 'Fantasy', 'Science-Fiction'] | English | 4.8"
Mythbusters,[],English,8,Mythbusters | [] | English | 8
Nail'd It!,[],English,,Nail'd It! | [] | English
Najica Blitz Tactics,"['Action', 'Anime', 'Crime', 'Science-Fiction']",Japanese,,"Najica Blitz Tactics | ['Action', 'Anime', 'Crime', 'Science-Fiction'] | Japanese"
Naked and Afraid,"['Adventure', 'Nature']",English,6.8,"Naked and Afraid | ['Adventure', 'Nature'] | English | 6.8"
Naked and Afraid XL,"['Adventure', 'Nature']",English,7.2,"Naked and Afraid XL | ['Adventure', 'Nature'] | English | 7.2"
Naked and Afraid: Uncensored,"['Adventure', 'Nature']",English,5.1,"Naked and Afraid: Uncensored | ['Adventure', 'Nature'] | English | 5.1"
Naked Vegas,[],English,,Naked Vegas | [] | English
Nancy Grace,"['Crime', 'Legal']",English,,"Nancy Grace | ['Crime', 'Legal'] | English"
Naruto,"['Action', 'Adventure', 'Anime', 'Fantasy']",Japanese,8.1,"Naruto | ['Action', 'Adventure', 'Anime', 'Fantasy'] | Japanese | 8.1"
Naruto: Shippūden,"['Action', 'Adventure', 'Anime', 'Fantasy']",Japanese,8.5,"Naruto: Shippūden | ['Action', 'Adventure', 'Anime', 'Fantasy'] | Japanese | 8.5"
Nash Bridges,"['Drama', 'Crime']",English,7.3,"Nash Bridges | ['Drama', 'Crime'] | English | 7.3"
Nashville,"['Drama', 'Music', 'Romance']",English,7.4,"Nashville | ['Drama', 'Music', 'Romance'] | English | 7.4"
Nathan Barley,['Comedy'],English,8,Nathan Barley | ['Comedy'] | English | 8
Nazi Megastructures,"['War', 'History']",English,7.1,"Nazi Megastructures | ['War', 'History'] | English | 7.1"
NCIS,"['Drama', 'Action', 'Crime']",English,8,"NCIS | ['Drama', 'Action', 'Crime'] | English | 8"
NCIS: Los Angeles,"['Drama', 'Action', 'Crime']",English,7.8,"NCIS: Los Angeles | ['Drama', 'Action', 'Crime'] | English | 7.8"
NCIS: New Orleans,"['Drama', 'Crime']",English,7.5,"NCIS: New Orleans | ['Drama', 'Crime'] | English | 7.5"
Necessary Roughness,"['Drama', 'Comedy']",English,7.1,"Necessary Roughness | ['Drama', 'Comedy'] | English | 7.1"
Ned's Declassified School Survival Guide,"['Drama', 'Comedy', 'Children']",English,,"Ned's Declassified School Survival Guide | ['Drama', 'Comedy', 'Children'] | English"
Neighbors with Benefits,[],English,,Neighbors with Benefits | [] | English
Nellyville,[],English,,Nellyville | [] | English
Neon Genesis Evangelion,"['Drama', 'Action', 'Anime', 'Science-Fiction']",Japanese,7.6,"Neon Genesis Evangelion | ['Drama', 'Action', 'Anime', 'Science-Fiction'] | Japanese | 7.6"
Neverland,"['Adventure', 'Fantasy']",English,6.5,"Neverland | ['Adventure', 'Fantasy'] | English | 6.5"
Neverwhere,"['Drama', 'Fantasy']",English,5.9,"Neverwhere | ['Drama', 'Fantasy'] | English | 5.9"
New Amsterdam,"['Drama', 'Crime', 'Fantasy']",English,7.7,"New Amsterdam | ['Drama', 'Crime', 'Fantasy'] | English | 7.7"
New Girl,"['Comedy', 'Romance']",English,7.2,"New Girl | ['Comedy', 'Romance'] | English | 7.2"
New Japan Pro Wrestling on AXS TV,[],English,,New Japan Pro Wrestling on AXS TV | [] | English
New Money,[],English,,New Money | [] | English
New Tricks,"['Drama', 'Comedy', 'Crime']",English,7.7,"New Tricks | ['Drama', 'Comedy', 'Crime'] | English | 7.7"
Newhart,['Comedy'],English,7.6,Newhart | ['Comedy'] | English | 7.6
Newport Harbor: The Real Orange County,[],English,,Newport Harbor: The Real Orange County | [] | English
Newswipe,['Comedy'],English,,Newswipe | ['Comedy'] | English
Next Step Realty: NYC,[],English,,Next Step Realty: NYC | [] | English
Nieuwe Buren,['Drama'],Dutch,,Nieuwe Buren | ['Drama'] | Dutch
Night Court,"['Comedy', 'Legal']",English,7.8,"Night Court | ['Comedy', 'Legal'] | English | 7.8"
Nightmares & Dreamscapes,"['Drama', 'Horror']",English,,"Nightmares & Dreamscapes | ['Drama', 'Horror'] | English"
Nightwatch,['Medical'],English,7.7,Nightwatch | ['Medical'] | English | 7.7
Nikita,"['Drama', 'Action', 'Crime']",English,7.9,"Nikita | ['Drama', 'Action', 'Crime'] | English | 7.9"
Nip/Tuck,"['Drama', 'Medical']",English,7.9,"Nip/Tuck | ['Drama', 'Medical'] | English | 7.9"
No Heroics,"['Comedy', 'Fantasy']",English,,"No Heroics | ['Comedy', 'Fantasy'] | English"
No Hiding Place,"['Drama', 'Action', 'Adventure']",English,,"No Hiding Place | ['Drama', 'Action', 'Adventure'] | English"
No Offence,"['Drama', 'Comedy', 'Crime']",English,7.6,"No Offence | ['Drama', 'Comedy', 'Crime'] | English | 7.6"
No Ordinary Family,"['Drama', 'Action', 'Science-Fiction']",English,7.8,"No Ordinary Family | ['Drama', 'Action', 'Science-Fiction'] | English | 7.8"
Nobunagun,"['Action', 'Anime', 'Horror']",Japanese,,"Nobunagun | ['Action', 'Anime', 'Horror'] | Japanese"
Noel Fielding's Luxury Comedy,['Comedy'],English,,Noel Fielding's Luxury Comedy | ['Comedy'] | English
Noord Zuid,"['Drama', 'Crime']",Dutch,,"Noord Zuid | ['Drama', 'Crime'] | Dutch"
North & South,"['Drama', 'Romance']",English,8,"North & South | ['Drama', 'Romance'] | English | 8"
North America,['Nature'],English,,North America | ['Nature'] | English
North and South,"['Drama', 'History']",English,8,"North and South | ['Drama', 'History'] | English | 8"
Northern Exposure,"['Drama', 'Comedy']",English,8.1,"Northern Exposure | ['Drama', 'Comedy'] | English | 8.1"
Nostradamus Effect,['History'],English,,Nostradamus Effect | ['History'] | English
Not Exactly News,['Comedy'],English,,Not Exactly News | ['Comedy'] | English
Not Going Out,['Comedy'],English,7.8,Not Going Out | ['Comedy'] | English | 7.8
Notes from the Underbelly,"['Comedy', 'Family']",English,,"Notes from the Underbelly | ['Comedy', 'Family'] | English"
Now and Again,"['Drama', 'Science-Fiction']",English,7.3,"Now and Again | ['Drama', 'Science-Fiction'] | English | 7.3"
"Now and Then, Here and There","['Drama', 'Action', 'Anime', 'Science-Fiction']",Japanese,7.9,"Now and Then, Here and There | ['Drama', 'Action', 'Anime', 'Science-Fiction'] | Japanese | 7.9"
Nowhere Boys,"['Action', 'Adventure', 'Science-Fiction']",English,6.5,"Nowhere Boys | ['Action', 'Adventure', 'Science-Fiction'] | English | 6.5"
NTSF:SD:SUV,"['Comedy', 'Espionage']",English,6.9,"NTSF:SD:SUV | ['Comedy', 'Espionage'] | English | 6.9"
Numb3rs,"['Drama', 'Action', 'Crime']",English,7.9,"Numb3rs | ['Drama', 'Action', 'Crime'] | English | 7.9"
Nurse Jackie,"['Drama', 'Comedy']",English,7.9,"Nurse Jackie | ['Drama', 'Comedy'] | English | 7.9"
NY Med,"['Drama', 'Medical']",English,,"NY Med | ['Drama', 'Medical'] | English"
NYPD Blue,"['Drama', 'Crime']",English,7.9,"NYPD Blue | ['Drama', 'Crime'] | English | 7.9"
Obsession: Dark Desires,[],English,,Obsession: Dark Desires | [] | English
October Road,['Drama'],English,7,October Road | ['Drama'] | English | 7
Odd Mom Out,['Comedy'],English,6.9,Odd Mom Out | ['Comedy'] | English | 6.9
Odisseia,"['Drama', 'Comedy']",Portuguese,,"Odisseia | ['Drama', 'Comedy'] | Portuguese"
Off Centre,['Comedy'],English,,Off Centre | ['Comedy'] | English
Off the Map,"['Drama', 'Adventure', 'Medical']",English,7.7,"Off the Map | ['Drama', 'Adventure', 'Medical'] | English | 7.7"
Oggy et les Cafards,"['Comedy', 'Children']",French,7.6,"Oggy et les Cafards | ['Comedy', 'Children'] | French | 7.6"
Olive Kitteridge,['Drama'],English,8,Olive Kitteridge | ['Drama'] | English | 8
Olympus,"['Drama', 'Adventure', 'Fantasy']",English,6,"Olympus | ['Drama', 'Adventure', 'Fantasy'] | English | 6"
On the Menu,['Food'],English,,On the Menu | ['Food'] | English
On the Record with Mick Rock,[],English,,On the Record with Mick Rock | [] | English
Once a Thief,"['Comedy', 'Action']",English,7,"Once a Thief | ['Comedy', 'Action'] | English | 7"
Once and Again,"['Drama', 'Family', 'Romance']",English,7.8,"Once and Again | ['Drama', 'Family', 'Romance'] | English | 7.8"
Once Upon a Time,"['Drama', 'Fantasy', 'Romance']",English,7.5,"Once Upon a Time | ['Drama', 'Fantasy', 'Romance'] | English | 7.5"
Once Upon a Time in Wonderland,"['Drama', 'Adventure', 'Fantasy']",English,6.9,"Once Upon a Time in Wonderland | ['Drama', 'Adventure', 'Fantasy'] | English | 6.9"
One Bad Choice,[],English,,One Bad Choice | [] | English
One Big Happy,['Comedy'],English,7.5,One Big Happy | ['Comedy'] | English | 7.5
One Day at a Time,['Comedy'],English,7.1,One Day at a Time | ['Comedy'] | English | 7.1
One Night,['Drama'],English,,One Night | ['Drama'] | English
One Piece,"['Action', 'Adventure', 'Anime', 'Fantasy']",Japanese,8.9,"One Piece | ['Action', 'Adventure', 'Anime', 'Fantasy'] | Japanese | 8.9"
One Tree Hill,['Drama'],English,7.9,One Tree Hill | ['Drama'] | English | 7.9
Oniichan Dakedo Ai Sae Areba Kankeinai Yo Ne!,"['Drama', 'Anime', 'Romance']",Japanese,4.8,"Oniichan Dakedo Ai Sae Areba Kankeinai Yo Ne! | ['Drama', 'Anime', 'Romance'] | Japanese | 4.8"
Only Fools and Horses,['Comedy'],English,8.1,Only Fools and Horses | ['Comedy'] | English | 8.1
Oorlogswinter,"['Drama', 'Action', 'Adventure']",Dutch,,"Oorlogswinter | ['Drama', 'Action', 'Adventure'] | Dutch"
Open Heart,"['Drama', 'Mystery', 'Medical']",English,,"Open Heart | ['Drama', 'Mystery', 'Medical'] | English"
Operation Repo,['Drama'],English,,Operation Repo | ['Drama'] | English
Operation Wild,['Nature'],English,,Operation Wild | ['Nature'] | English
Opposite Worlds,[],English,,Opposite Worlds | [] | English
Orange Is the New Black,"['Drama', 'Comedy', 'Crime']",English,8,"Orange Is the New Black | ['Drama', 'Comedy', 'Crime'] | English | 8"
Orange Marmalade,"['Fantasy', 'Romance']",Korean,7.2,"Orange Marmalade | ['Fantasy', 'Romance'] | Korean | 7.2"
Orphan Black,"['Drama', 'Science-Fiction', 'Thriller']",English,8.6,"Orphan Black | ['Drama', 'Science-Fiction', 'Thriller'] | English | 8.6"
Os Filhos do Rock,"['Drama', 'Music']",Portuguese,,"Os Filhos do Rock | ['Drama', 'Music'] | Portuguese"
Other Space,"['Comedy', 'Adventure', 'Science-Fiction']",English,6.5,"Other Space | ['Comedy', 'Adventure', 'Science-Fiction'] | English | 6.5"
Our Little Family,"['Drama', 'Family']",English,,"Our Little Family | ['Drama', 'Family'] | English"
Our World War,"['Drama', 'War', 'History']",English,,"Our World War | ['Drama', 'War', 'History'] | English"
