Name,Genres,Language,Rating,OrderedSet
Togetherness,['Comedy'],English,7.6,Togetherness | ['Comedy'] | English | 7.6
Tokyo Airport : Air Traffic Service,['Drama'],Japanese,,Tokyo Airport : Air Traffic Service | ['Drama'] | Japanese
Tokyo Control,['Drama'],Japanese,,Tokyo Control | ['Drama'] | Japanese
Tokyo Ghoul,"['Drama', 'Anime', 'Horror', 'Supernatural']",Japanese,7.4,"Tokyo Ghoul | ['Drama', 'Anime', 'Horror', 'Supernatural'] | Japanese | 7.4"
Tokyo Ravens,"['Action', 'Anime', 'Fantasy']",Japanese,6.8,"Tokyo Ravens | ['Action', 'Anime', 'Fantasy'] | Japanese | 6.8"
Tokyo Undergeround,"['Action', 'Adventure', 'Anime', 'Science-Fiction']",Japanese,,"Tokyo Undergeround | ['Action', 'Adventure', 'Anime', 'Science-Fiction'] | Japanese"
Too Cute!,[],English,,Too Cute! | [] | English
Top 5 Restaurants,['Food'],English,,Top 5 Restaurants | ['Food'] | English
Top Boy,"['Drama', 'Crime', 'Thriller']",English,7.9,"Top Boy | ['Drama', 'Crime', 'Thriller'] | English | 7.9"
Top Chef,['Food'],English,7.2,Top Chef | ['Food'] | English | 7.2
Top Chef Duels,['Food'],English,,Top Chef Duels | ['Food'] | English
Top Design,[],English,,Top Design | [] | English
Top Gear,[],English,7.1,Top Gear | [] | English | 7.1
Top Gear,[],English,5.3,Top Gear | [] | English | 5.3
Top of the Lake,"['Drama', 'Crime', 'Mystery']",English,7.8,"Top of the Lake | ['Drama', 'Crime', 'Mystery'] | English | 7.8"
Torchwood,"['Drama', 'Science-Fiction']",English,8.1,"Torchwood | ['Drama', 'Science-Fiction'] | English | 8.1"
Tornado Alley,[],English,,Tornado Alley | [] | English
Tosh.0,['Comedy'],English,6.2,Tosh.0 | ['Comedy'] | English | 6.2
Total Divas,"['Drama', 'Sports']",English,7.1,"Total Divas | ['Drama', 'Sports'] | English | 7.1"
Touch,"['Drama', 'Science-Fiction', 'Mystery']",English,7.5,"Touch | ['Drama', 'Science-Fiction', 'Mystery'] | English | 7.5"
Touched by an Angel,"['Drama', 'Family', 'Supernatural']",English,8,"Touched by an Angel | ['Drama', 'Family', 'Supernatural'] | English | 8"
Touching Evil,"['Drama', 'Crime', 'Thriller']",English,7.3,"Touching Evil | ['Drama', 'Crime', 'Thriller'] | English | 7.3"
Tour of Duty,"['Drama', 'Action', 'War']",English,7.2,"Tour of Duty | ['Drama', 'Action', 'War'] | English | 7.2"
Town of the Living Dead,[],English,,Town of the Living Dead | [] | English
Tracker,"['Action', 'Adventure', 'Science-Fiction']",English,,"Tracker | ['Action', 'Adventure', 'Science-Fiction'] | English"
Trailer Park Boys,"['Comedy', 'Crime']",English,7.6,"Trailer Park Boys | ['Comedy', 'Crime'] | English | 7.6"
Transformers: Robots in Disguise,"['Action', 'Adventure', 'Science-Fiction']",English,4.8,"Transformers: Robots in Disguise | ['Action', 'Adventure', 'Science-Fiction'] | English | 4.8"
Transparent,"['Drama', 'Comedy']",English,7.3,"Transparent | ['Drama', 'Comedy'] | English | 7.3"
Transporter: The Series,"['Action', 'Adventure', 'Crime']",English,7.3,"Transporter: The Series | ['Action', 'Adventure', 'Crime'] | English | 7.3"
Trashformers,[],English,,Trashformers | [] | English
Traveler,"['Action', 'Thriller']",English,7.6,"Traveler | ['Action', 'Thriller'] | English | 7.6"
Treasure Island,"['Action', 'Adventure']",English,,"Treasure Island | ['Action', 'Adventure'] | English"
Treasure Quest: Snake Island,['Adventure'],English,7.3,Treasure Quest: Snake Island | ['Adventure'] | English | 7.3
Treehouse Masters,['DIY'],English,7.3,Treehouse Masters | ['DIY'] | English | 7.3
Treetop Cat Rescue,[],English,,Treetop Cat Rescue | [] | English
Treme,"['Drama', 'Music']",English,7.7,"Treme | ['Drama', 'Music'] | English | 7.7"
TripTank,['Comedy'],English,6.4,TripTank | ['Comedy'] | English | 6.4
Tron: Uprising,"['Action', 'Adventure']",English,7.7,"Tron: Uprising | ['Action', 'Adventure'] | English | 7.7"
Trophy Wife,['Comedy'],English,6.7,Trophy Wife | ['Comedy'] | English | 6.7
Tru Calling,"['Drama', 'Fantasy']",English,7.9,"Tru Calling | ['Drama', 'Fantasy'] | English | 7.9"
True Blood,"['Drama', 'Romance', 'Supernatural']",English,7.9,"True Blood | ['Drama', 'Romance', 'Supernatural'] | English | 7.9"
True Detective,"['Drama', 'Crime', 'Thriller']",English,8.1,"True Detective | ['Drama', 'Crime', 'Thriller'] | English | 8.1"
True Justice,"['Drama', 'Action', 'Crime']",English,6.6,"True Justice | ['Drama', 'Action', 'Crime'] | English | 6.6"
Trust Me,['Drama'],English,,Trust Me | ['Drama'] | English
Truth Be Told,['Comedy'],English,6.2,Truth Be Told | ['Comedy'] | English | 6.2
TURN: Washington's Spies,"['Drama', 'War']",English,8,"TURN: Washington's Spies | ['Drama', 'War'] | English | 8"
Tut,"['Drama', 'Adventure', 'Romance']",English,7.1,"Tut | ['Drama', 'Adventure', 'Romance'] | English | 7.1"
Twenty Twelve,['Comedy'],English,,Twenty Twelve | ['Comedy'] | English
Twin Peaks,"['Crime', 'Mystery', 'Supernatural']",English,8,"Twin Peaks | ['Crime', 'Mystery', 'Supernatural'] | English | 8"
Twinning,[],English,,Twinning | [] | English
Twisted,"['Drama', 'Thriller', 'Mystery']",English,7.5,"Twisted | ['Drama', 'Thriller', 'Mystery'] | English | 7.5"
Two and a Half Men,['Comedy'],English,6.6,Two and a Half Men | ['Comedy'] | English | 6.6
Two Guys and a Girl,"['Comedy', 'Romance']",English,7.6,"Two Guys and a Girl | ['Comedy', 'Romance'] | English | 7.6"
Tyrant,"['Drama', 'Thriller']",English,7.8,"Tyrant | ['Drama', 'Thriller'] | English | 7.8"
U-Boat War,"['War', 'History']",English,,"U-Boat War | ['War', 'History'] | English"
UFC Fight Night,[],English,7.6,UFC Fight Night | [] | English | 7.6
UFC PPV Events,[],English,6.9,UFC PPV Events | [] | English | 6.9
UFO Conspiracies,[],English,,UFO Conspiracies | [] | English
Ugly Betty,"['Drama', 'Comedy']",English,7.6,"Ugly Betty | ['Drama', 'Comedy'] | English | 7.6"
Ultimate Homes,[],English,,Ultimate Homes | [] | English
Ultimate Survival Alaska,[],English,,Ultimate Survival Alaska | [] | English
Um Mundo Catita,[],Portuguese,,Um Mundo Catita | [] | Portuguese
Unbreakable Kimmy Schmidt,['Comedy'],English,7.6,Unbreakable Kimmy Schmidt | ['Comedy'] | English | 7.6
Uncle,['Comedy'],English,7.7,Uncle | ['Comedy'] | English | 7.7
Uncle Buck,"['Comedy', 'Family']",English,5.1,"Uncle Buck | ['Comedy', 'Family'] | English | 5.1"
Uncle Buck,['Comedy'],English,,Uncle Buck | ['Comedy'] | English
Uncle Grandpa,"['Comedy', 'Children', 'Fantasy']",English,5.2,"Uncle Grandpa | ['Comedy', 'Children', 'Fantasy'] | English | 5.2"
Uncommon Sense with Charlamagne Tha God,['Comedy'],English,,Uncommon Sense with Charlamagne Tha God | ['Comedy'] | English
Uncompromising,['Sports'],English,,Uncompromising | ['Sports'] | English
Undateable,"['Comedy', 'Romance']",English,7.8,"Undateable | ['Comedy', 'Romance'] | English | 7.8"
Undeclared,['Comedy'],English,6.6,Undeclared | ['Comedy'] | English | 6.6
Under the Dome,"['Drama', 'Science-Fiction', 'Thriller']",English,6.5,"Under the Dome | ['Drama', 'Science-Fiction', 'Thriller'] | English | 6.5"
Underbelly,"['Drama', 'Crime']",English,8,"Underbelly | ['Drama', 'Crime'] | English | 8"
Undercover Boss,[],English,6.1,Undercover Boss | [] | English | 6.1
Undercovers,['Drama'],English,6.1,Undercovers | ['Drama'] | English | 6.1
Underemployed,"['Drama', 'Comedy']",English,,"Underemployed | ['Drama', 'Comedy'] | English"
"Underworld, Inc.",[],English,,"Underworld, Inc. | [] | English"
Unforgettable,"['Drama', 'Crime']",English,7.5,"Unforgettable | ['Drama', 'Crime'] | English | 7.5"
Unhappily Ever After,"['Comedy', 'Family']",English,7.4,"Unhappily Ever After | ['Comedy', 'Family'] | English | 7.4"
Unhitched,['Comedy'],English,,Unhitched | ['Comedy'] | English
Unidad Central Operativa,[],Spanish,,Unidad Central Operativa | [] | Spanish
Unit Luchtvaartpolitie,"['Action', 'Crime']",Dutch,,"Unit Luchtvaartpolitie | ['Action', 'Crime'] | Dutch"
United States of Tara,"['Drama', 'Comedy']",English,7.5,"United States of Tara | ['Drama', 'Comedy'] | English | 7.5"
Unplugged Nation,[],English,,Unplugged Nation | [] | English
UnREAL,"['Drama', 'Romance']",English,7.8,"UnREAL | ['Drama', 'Romance'] | English | 7.8"
"Unsere Mütter, unsere Väter","['Drama', 'Action', 'War']",German,8,"Unsere Mütter, unsere Väter | ['Drama', 'Action', 'War'] | German | 8"
Untouchable: Power Corrupts,[],English,,Untouchable: Power Corrupts | [] | English
Up All Night,['Comedy'],English,6.7,Up All Night | ['Comedy'] | English | 6.7
Up from Slavery,['History'],English,,Up from Slavery | ['History'] | English
Up the Women,['Comedy'],English,,Up the Women | ['Comedy'] | English
Upstairs Downstairs,['Drama'],English,7.6,Upstairs Downstairs | ['Drama'] | English | 7.6
Uranium: Twisting the Dragon's Tail,[],English,,Uranium: Twisting the Dragon's Tail | [] | English
Us,"['Drama', 'Comedy', 'Romance']",English,,"Us | ['Drama', 'Comedy', 'Romance'] | English"
Ushio to Tora,"['Action', 'Adventure', 'Anime', 'Mystery']",Japanese,6.8,"Ushio to Tora | ['Action', 'Adventure', 'Anime', 'Mystery'] | Japanese | 6.8"
Utopia,"['Drama', 'Science-Fiction', 'Thriller']",English,8.4,"Utopia | ['Drama', 'Science-Fiction', 'Thriller'] | English | 8.4"
Utopia,[],English,,Utopia | [] | English
V,"['Drama', 'Action', 'Science-Fiction']",English,7.9,"V | ['Drama', 'Action', 'Science-Fiction'] | English | 7.9"
V,"['Drama', 'Adventure', 'Science-Fiction']",English,7.4,"V | ['Drama', 'Adventure', 'Science-Fiction'] | English | 7.4"
V.I.P.,"['Comedy', 'Action', 'Crime']",English,6.7,"V.I.P. | ['Comedy', 'Action', 'Crime'] | English | 6.7"
Vacation Chasers,[],English,,Vacation Chasers | [] | English
Valentine,[],English,6.8,Valentine | [] | English | 6.8
Van Dis in Indonesië,[],Dutch,,Van Dis in Indonesië | [] | Dutch
Vanderpump Rules,[],English,5.7,Vanderpump Rules | [] | English | 5.7
Vanished,"['Drama', 'Thriller']",English,7.3,"Vanished | ['Drama', 'Thriller'] | English | 7.3"
Vanity Fair Confidential,['Drama'],English,7.2,Vanity Fair Confidential | ['Drama'] | English | 7.2
Veep,['Comedy'],English,8,Veep | ['Comedy'] | English | 8
Vegas,['Drama'],English,7.9,Vegas | ['Drama'] | English | 7.9
Vegas Rat Rods,[],English,,Vegas Rat Rods | [] | English
Verano Azul,"['Drama', 'Comedy', 'Family']",Spanish,,"Verano Azul | ['Drama', 'Comedy', 'Family'] | Spanish"
Veronica Mars,"['Drama', 'Crime', 'Mystery']",English,8.5,"Veronica Mars | ['Drama', 'Crime', 'Mystery'] | English | 8.5"
Verses and Flow,[],English,,Verses and Flow | [] | English
VICE,"['Drama', 'Crime']",English,7.8,"VICE | ['Drama', 'Crime'] | English | 7.8"
Vicious,['Comedy'],English,8,Vicious | ['Comedy'] | English | 8
Victorious,"['Drama', 'Comedy', 'Family']",English,7.2,"Victorious | ['Drama', 'Comedy', 'Family'] | English | 7.2"
Video Game High School,"['Comedy', 'Action', 'Science-Fiction']",English,7.5,"Video Game High School | ['Comedy', 'Action', 'Science-Fiction'] | English | 7.5"
Video Village,[],English,,Video Village | [] | English
Vientos de Agua,['Drama'],Spanish,,Vientos de Agua | ['Drama'] | Spanish
Vikings,"['Drama', 'Action', 'History']",English,8.6,"Vikings | ['Drama', 'Action', 'History'] | English | 8.6"
Vikings,"['Drama', 'Adventure', 'Fantasy']",English,8,"Vikings | ['Drama', 'Adventure', 'Fantasy'] | English | 8"
Viper,['Action'],English,,Viper | ['Action'] | English
Virtuality,"['Drama', 'Action', 'Adventure']",English,7.2,"Virtuality | ['Drama', 'Action', 'Adventure'] | English | 7.2"
Voyagers!,"['Adventure', 'Family', 'Science-Fiction']",English,8,"Voyagers! | ['Adventure', 'Family', 'Science-Fiction'] | English | 8"
WAGS,"['Drama', 'Romance']",English,,"WAGS | ['Drama', 'Romance'] | English"
Wahlburgers,[],English,6.3,Wahlburgers | [] | English | 6.3
Wake Up Call,['Drama'],English,,Wake Up Call | ['Drama'] | English
Waking the Dead,"['Drama', 'Crime']",English,7.9,"Waking the Dead | ['Drama', 'Crime'] | English | 7.9"
Walk of Shame Shuttle,[],English,,Walk of Shame Shuttle | [] | English
"Walker, Texas Ranger","['Drama', 'Action', 'Crime']",English,6.7,"Walker, Texas Ranger | ['Drama', 'Action', 'Crime'] | English | 6.7"
Walking the Nile,[],English,,Walking the Nile | [] | English
Wallander,"['Drama', 'Crime']",English,7.8,"Wallander | ['Drama', 'Crime'] | English | 7.8"
Wander Over Yonder,"['Comedy', 'Adventure', 'Science-Fiction']",English,7.2,"Wander Over Yonder | ['Comedy', 'Adventure', 'Science-Fiction'] | English | 7.2"
War Heroes of the Skies,['War'],English,,War Heroes of the Skies | ['War'] | English
Warehouse 13,"['Drama', 'Science-Fiction', 'Mystery']",English,8.4,"Warehouse 13 | ['Drama', 'Science-Fiction', 'Mystery'] | English | 8.4"
Watchmen: The Motion Comic,"['Drama', 'Action', 'Science-Fiction']",English,7.8,"Watchmen: The Motion Comic | ['Drama', 'Action', 'Science-Fiction'] | English | 7.8"
Waterfront House Hunting,[],English,,Waterfront House Hunting | [] | English
Waterloo Road,['Drama'],English,7.3,Waterloo Road | ['Drama'] | English | 7.3
Watt's World,[],English,,Watt's World | [] | English
Wayward Pines,"['Drama', 'Science-Fiction', 'Mystery']",English,7.6,"Wayward Pines | ['Drama', 'Science-Fiction', 'Mystery'] | English | 7.6"
We Bare Bears,"['Comedy', 'Family']",English,7.2,"We Bare Bears | ['Comedy', 'Family'] | English | 7.2"
We Can Be Heroes,['Comedy'],English,,We Can Be Heroes | ['Comedy'] | English
We're Moving In,[],English,,We're Moving In | [] | English
Web Therapy,['Comedy'],English,7,Web Therapy | ['Comedy'] | English | 7
Weeds,"['Drama', 'Comedy', 'Crime']",English,7.9,"Weeds | ['Drama', 'Comedy', 'Crime'] | English | 7.9"
Weird Loners,"['Comedy', 'Romance']",English,7.1,"Weird Loners | ['Comedy', 'Romance'] | English | 7.1"
Welcome to Sweden,['Comedy'],Swedish,7.5,Welcome to Sweden | ['Comedy'] | Swedish | 7.5
Welcome to the Family,['Comedy'],English,7.2,Welcome to the Family | ['Comedy'] | English | 7.2
Wentworth,"['Drama', 'Crime']",English,8,"Wentworth | ['Drama', 'Crime'] | English | 8"
West Texas Investors Club,[],English,,West Texas Investors Club | [] | English
Westworld,"['Drama', 'Science-Fiction', 'Western']",English,8.2,"Westworld | ['Drama', 'Science-Fiction', 'Western'] | English | 8.2"
Wet Hot American Summer: First Day of Camp,['Comedy'],English,6.9,Wet Hot American Summer: First Day of Camp | ['Comedy'] | English | 6.9
What Could Possibly Go Wrong?,[],English,,What Could Possibly Go Wrong? | [] | English
What History Forgot,['History'],English,,What History Forgot | ['History'] | English
What I Like About You,"['Drama', 'Comedy']",English,7.4,"What I Like About You | ['Drama', 'Comedy'] | English | 7.4"
What on Earth?,"['Mystery', 'Nature', 'History']",English,7.7,"What on Earth? | ['Mystery', 'Nature', 'History'] | English | 7.7"
What's Happening Now!,['Comedy'],English,,What's Happening Now! | ['Comedy'] | English
What's My Car Worth?,[],English,,What's My Car Worth? | [] | English
What's with Andy?,"['Comedy', 'Family']",English,7.3,"What's with Andy? | ['Comedy', 'Family'] | English | 7.3"
Wheel of Fortune,['Family'],English,5.3,Wheel of Fortune | ['Family'] | English | 5.3
When Calls the Heart,"['Drama', 'Romance']",English,7.9,"When Calls the Heart | ['Drama', 'Romance'] | English | 7.9"
Where on Earth is Carmen Sandiego?,"['Action', 'Adventure']",English,6.4,"Where on Earth is Carmen Sandiego? | ['Action', 'Adventure'] | English | 6.4"
Where the Action Is,"['Family', 'Music']",English,,"Where the Action Is | ['Family', 'Music'] | English"
White Collar,"['Drama', 'Comedy', 'Crime']",English,8.2,"White Collar | ['Drama', 'Comedy', 'Crime'] | English | 8.2"
Whitechapel,"['Drama', 'Crime', 'Mystery']",English,7.9,"Whitechapel | ['Drama', 'Crime', 'Mystery'] | English | 7.9"
Whites,['Comedy'],English,7.2,Whites | ['Comedy'] | English | 7.2
Whitney,"['Comedy', 'Romance']",English,7.2,"Whitney | ['Comedy', 'Romance'] | English | 7.2"
Who Do You Think You Are?,"['Family', 'History']",English,8,"Who Do You Think You Are? | ['Family', 'History'] | English | 8"
Who the (Bleep) Did I Marry?,['Crime'],English,6.3,Who the (Bleep) Did I Marry? | ['Crime'] | English | 6.3
Who Wants to Be a Millionaire,[],English,,Who Wants to Be a Millionaire | [] | English
Who's the Boss?,"['Comedy', 'Family']",English,7.6,"Who's the Boss? | ['Comedy', 'Family'] | English | 7.6"
Whodunnit?,"['Drama', 'Crime', 'Mystery']",English,,"Whodunnit? | ['Drama', 'Crime', 'Mystery'] | English"
Whodunnit?,"['Crime', 'Mystery']",English,,"Whodunnit? | ['Crime', 'Mystery'] | English"
Whose Line Is It Anyway?,"['Comedy', 'Family']",English,7.6,"Whose Line Is It Anyway? | ['Comedy', 'Family'] | English | 7.6"
Why? With Hannibal Buress,['Comedy'],English,,Why? With Hannibal Buress | ['Comedy'] | English
Wicked City,"['Drama', 'Crime', 'Mystery']",English,7.2,"Wicked City | ['Drama', 'Crime', 'Mystery'] | English | 7.2"
Wicked Tuna,[],English,7.4,Wicked Tuna | [] | English | 7.4
Wicked Tuna: Outer Banks,[],English,5.8,Wicked Tuna: Outer Banks | [] | English | 5.8
Wife Swap,[],English,,Wife Swap | [] | English
Wild Burma: Nature's Lost Kingdom,"['Adventure', 'Nature']",English,,"Wild Burma: Nature's Lost Kingdom | ['Adventure', 'Nature'] | English"
Wild Grinders,"['Comedy', 'Sports']",English,5.8,"Wild Grinders | ['Comedy', 'Sports'] | English | 5.8"
Wild Palms,"['Drama', 'Science-Fiction', 'Thriller']",English,6.7,"Wild Palms | ['Drama', 'Science-Fiction', 'Thriller'] | English | 6.7"
Wild Transport,['Nature'],English,,Wild Transport | ['Nature'] | English
Wilfred,"['Drama', 'Comedy', 'Mystery']",English,7.6,"Wilfred | ['Drama', 'Comedy', 'Mystery'] | English | 7.6"
